Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
P47740,reviewed,AL3A2_MOUSE,"Aldehyde dehydrogenase family 3 member A2, EC 1.2.1.3, EC 1.2.1.94 (Aldehyde dehydrogenase 3) (Fatty aldehyde dehydrogenase)",Aldh3a2 Ahd-3 Ahd3 Aldh3 Aldh4,Mus musculus (Mouse),484,cellular aldehyde metabolic process [GO:0006081]; central nervous system development [GO:0007417]; epidermis development [GO:0008544]; fatty acid metabolic process [GO:0006631]; formaldehyde metabolic process [GO:0046292]; hexadecanal metabolic process [GO:0046458]; peripheral nervous system development [GO:0007422]; phytol metabolic process [GO:0033306]; response to reactive oxygen species [GO:0000302]; sesquiterpenoid metabolic process [GO:0006714],cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extrinsic component of endoplasmic reticulum membrane [GO:0042406]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; peroxisome [GO:0005777]; 3-chloroallyl aldehyde dehydrogenase activity [GO:0004028]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]; long-chain-alcohol oxidase activity [GO:0046577]; long-chain-aldehyde dehydrogenase activity [GO:0050061]; medium-chain-aldehyde dehydrogenase activity [GO:0052814]; protein homodimerization activity [GO:0042803]; cellular aldehyde metabolic process [GO:0006081]; central nervous system development [GO:0007417]; epidermis development [GO:0008544]; fatty acid metabolic process [GO:0006631]; formaldehyde metabolic process [GO:0046292]; hexadecanal metabolic process [GO:0046458]; peripheral nervous system development [GO:0007422]; phytol metabolic process [GO:0033306]; response to reactive oxygen species [GO:0000302]; sesquiterpenoid metabolic process [GO:0006714],GO:0000302; GO:0004028; GO:0004029; GO:0005634; GO:0005737; GO:0005739; GO:0005743; GO:0005777; GO:0005783; GO:0005829; GO:0006081; GO:0006631; GO:0006714; GO:0007417; GO:0007422; GO:0008544; GO:0016021; GO:0033306; GO:0042406; GO:0042803; GO:0043231; GO:0043878; GO:0046292; GO:0046458; GO:0046577; GO:0050061; GO:0052814,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extrinsic component of endoplasmic reticulum membrane [GO:0042406]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; peroxisome [GO:0005777],3-chloroallyl aldehyde dehydrogenase activity [GO:0004028]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]; long-chain-alcohol oxidase activity [GO:0046577]; long-chain-aldehyde dehydrogenase activity [GO:0050061]; medium-chain-aldehyde dehydrogenase activity [GO:0052814]; protein homodimerization activity [GO:0042803]
A0A140LJF9,unreviewed,A0A140LJF9_MOUSE,Aldehyde dehydrogenase family 3 member A2,Aldh3a2,Mus musculus (Mouse),128,cellular aldehyde metabolic process [GO:0006081],integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]; cellular aldehyde metabolic process [GO:0006081],GO:0006081; GO:0016021; GO:0016491,integral component of membrane [GO:0016021],oxidoreductase activity [GO:0016491]
B1ATI0,unreviewed,B1ATI0_MOUSE,Aldehyde dehydrogenase,Aldh3a2,Mus musculus (Mouse),532,central nervous system development [GO:0007417]; epidermis development [GO:0008544]; hexadecanal metabolic process [GO:0046458]; peripheral nervous system development [GO:0007422]; phytol metabolic process [GO:0033306],integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; long-chain-alcohol oxidase activity [GO:0046577]; long-chain-aldehyde dehydrogenase activity [GO:0050061]; medium-chain-aldehyde dehydrogenase activity [GO:0052814]; protein homodimerization activity [GO:0042803]; central nervous system development [GO:0007417]; epidermis development [GO:0008544]; hexadecanal metabolic process [GO:0046458]; peripheral nervous system development [GO:0007422]; phytol metabolic process [GO:0033306],GO:0007417; GO:0007422; GO:0008544; GO:0016021; GO:0033306; GO:0042803; GO:0043231; GO:0046458; GO:0046577; GO:0050061; GO:0052814,integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231],long-chain-alcohol oxidase activity [GO:0046577]; long-chain-aldehyde dehydrogenase activity [GO:0050061]; medium-chain-aldehyde dehydrogenase activity [GO:0052814]; protein homodimerization activity [GO:0042803]
B1AV77,unreviewed,B1AV77_MOUSE,Aldehyde dehydrogenase,Aldh3a2,Mus musculus (Mouse),487,cellular aldehyde metabolic process [GO:0006081],integral component of membrane [GO:0016021]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; cellular aldehyde metabolic process [GO:0006081],GO:0004029; GO:0006081; GO:0016021,integral component of membrane [GO:0016021],aldehyde dehydrogenase (NAD+) activity [GO:0004029]
Q3U7B5,unreviewed,Q3U7B5_MOUSE,Aldehyde dehydrogenase,Aldh3a2,Mus musculus (Mouse),484,cellular aldehyde metabolic process [GO:0006081],integral component of membrane [GO:0016021]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; cellular aldehyde metabolic process [GO:0006081],GO:0004029; GO:0006081; GO:0016021,integral component of membrane [GO:0016021],aldehyde dehydrogenase (NAD+) activity [GO:0004029]
Q8C3C9,unreviewed,Q8C3C9_MOUSE,Aldehyde dehydrogenase,Aldh3a2,Mus musculus (Mouse),484,cellular aldehyde metabolic process [GO:0006081],integral component of membrane [GO:0016021]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; cellular aldehyde metabolic process [GO:0006081],GO:0004029; GO:0006081; GO:0016021,integral component of membrane [GO:0016021],aldehyde dehydrogenase (NAD+) activity [GO:0004029]
Q99PH3,unreviewed,Q99PH3_MOUSE,Aldehyde dehydrogenase,Aldh3a2,Mus musculus (Mouse),484,cellular aldehyde metabolic process [GO:0006081],integral component of membrane [GO:0016021]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; cellular aldehyde metabolic process [GO:0006081],GO:0004029; GO:0006081; GO:0016021,integral component of membrane [GO:0016021],aldehyde dehydrogenase (NAD+) activity [GO:0004029]
Q99PH4,unreviewed,Q99PH4_MOUSE,Aldehyde dehydrogenase,Aldh3a2,Mus musculus (Mouse),507,cellular aldehyde metabolic process [GO:0006081]; phytol metabolic process [GO:0033306],integral component of membrane [GO:0016021]; peroxisomal membrane [GO:0005778]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; cellular aldehyde metabolic process [GO:0006081]; phytol metabolic process [GO:0033306],GO:0004029; GO:0005778; GO:0006081; GO:0016021; GO:0033306,integral component of membrane [GO:0016021]; peroxisomal membrane [GO:0005778],aldehyde dehydrogenase (NAD+) activity [GO:0004029]
Q921Q3,reviewed,ALG1_MOUSE,"Chitobiosyldiphosphodolichol beta-mannosyltransferase, EC 2.4.1.142 (Asparagine-linked glycosylation protein 1 homolog) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)",Alg1,Mus musculus (Mouse),482,dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; protein glycosylation [GO:0006486],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; chitobiosyldiphosphodolichol beta-mannosyltransferase activity [GO:0004578]; mannosyltransferase activity [GO:0000030]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; protein glycosylation [GO:0006486],GO:0000030; GO:0004578; GO:0005783; GO:0005789; GO:0006486; GO:0006488; GO:0016021,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],chitobiosyldiphosphodolichol beta-mannosyltransferase activity [GO:0004578]; mannosyltransferase activity [GO:0000030]
Q3UGP8,reviewed,AG10B_MOUSE,"Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase, EC 2.4.1.256 (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10-B) (Asparagine-linked glycosylation protein 10 homolog B)",Alg10b,Mus musculus (Mouse),474,auditory receptor cell development [GO:0060117]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; potassium ion transmembrane transport [GO:0071805]; protein N-linked glycosylation [GO:0006487]; sensory perception of sound [GO:0007605],"endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity [GO:0106073]; transferase activity [GO:0016740]; auditory receptor cell development [GO:0060117]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; potassium ion transmembrane transport [GO:0071805]; protein N-linked glycosylation [GO:0006487]; sensory perception of sound [GO:0007605]",GO:0005783; GO:0005886; GO:0006487; GO:0006488; GO:0007605; GO:0016021; GO:0016740; GO:0060117; GO:0071805; GO:0106073,endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity [GO:0106073]; transferase activity [GO:0016740]"
A0A2R8VJX4,unreviewed,A0A2R8VJX4_MOUSE,"Dolichyl-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-dolichol alpha-1,2-glucosyltransferase, EC 2.4.1.256",Alg10b,Mus musculus (Mouse),156,dolichol-linked oligosaccharide biosynthetic process [GO:0006488],"integral component of membrane [GO:0016021]; dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity [GO:0106073]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]",GO:0006488; GO:0016021; GO:0106073,integral component of membrane [GO:0016021],"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity [GO:0106073]"
Q3UPY7,unreviewed,Q3UPY7_MOUSE,"Dolichyl-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-dolichol alpha-1,2-glucosyltransferase, EC 2.4.1.256",Alg10b AU045404,Mus musculus (Mouse),464,dolichol-linked oligosaccharide biosynthetic process [GO:0006488],"integral component of membrane [GO:0016021]; dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity [GO:0106073]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]",GO:0006488; GO:0016021; GO:0106073,integral component of membrane [GO:0016021],"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity [GO:0106073]"
Q8VDB2,reviewed,ALG12_MOUSE,"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase, EC 2.4.1.260 (Asparagine-linked glycosylation protein 12 homolog) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Mannosyltransferase ALG12 homolog)",Alg12,Mus musculus (Mouse),486,dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; protein N-linked glycosylation [GO:0006487],"endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; alpha-1,6-mannosyltransferase activity [GO:0000009]; dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase [GO:0052917]; mannosyltransferase activity [GO:0000030]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; protein N-linked glycosylation [GO:0006487]",GO:0000009; GO:0000030; GO:0005788; GO:0005789; GO:0006487; GO:0006488; GO:0016021; GO:0052917,endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],"alpha-1,6-mannosyltransferase activity [GO:0000009]; dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase [GO:0052917]; mannosyltransferase activity [GO:0000030]"
E0CZB5,unreviewed,E0CZB5_MOUSE,"Mannosyltransferase, EC 2.4.1.-",Alg12,Mus musculus (Mouse),171,dolichol-linked oligosaccharide biosynthetic process [GO:0006488],"endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase [GO:0052917]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]",GO:0005788; GO:0005789; GO:0006488; GO:0016021; GO:0052917,endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase [GO:0052917]"
Q8VCA2,unreviewed,Q8VCA2_MOUSE,"Mannosyltransferase, EC 2.4.1.-",Alg12,Mus musculus (Mouse),385,dolichol-linked oligosaccharide biosynthetic process [GO:0006488],"endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase [GO:0052917]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]",GO:0005788; GO:0005789; GO:0006488; GO:0016021; GO:0052917,endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase [GO:0052917]"
Q3TAE8,reviewed,ALG6_MOUSE,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase, EC 2.4.1.267 (Asparagine-linked glycosylation protein 6 homolog) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)",Alg6,Mus musculus (Mouse),507,dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; oligosaccharide-lipid intermediate biosynthetic process [GO:0006490]; protein N-linked glycosylation [GO:0006487],"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]; glucosyltransferase activity [GO:0046527]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; oligosaccharide-lipid intermediate biosynthetic process [GO:0006490]; protein N-linked glycosylation [GO:0006487]",GO:0005789; GO:0006487; GO:0006488; GO:0006490; GO:0016021; GO:0042281; GO:0046527,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]; glucosyltransferase activity [GO:0046527]"
A2BDX8,unreviewed,A2BDX8_MOUSE,"Alpha-1,3-glucosyltransferase, EC 2.4.1.-",Alg6,Mus musculus (Mouse),158,dolichol-linked oligosaccharide biosynthetic process [GO:0006488],"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]",GO:0005789; GO:0006488; GO:0016021; GO:0042281,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]"
A2BDY0,unreviewed,A2BDY0_MOUSE,"Alpha-1,3-glucosyltransferase, EC 2.4.1.-",Alg6,Mus musculus (Mouse),204,dolichol-linked oligosaccharide biosynthetic process [GO:0006488],"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]",GO:0005789; GO:0006488; GO:0016021; GO:0042281,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]"
Q8VDI9,reviewed,ALG9_MOUSE,"Alpha-1,2-mannosyltransferase ALG9, EC 2.4.1.259, EC 2.4.1.261 (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)",Alg9,Mus musculus (Mouse),611,protein N-linked glycosylation [GO:0006487],"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; alpha-1,2-mannosyltransferase activity [GO:0000026]; dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052926]; dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052918]; mannosyltransferase activity [GO:0000030]; protein N-linked glycosylation [GO:0006487]",GO:0000026; GO:0000030; GO:0005789; GO:0006487; GO:0016021; GO:0052918; GO:0052926,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],"alpha-1,2-mannosyltransferase activity [GO:0000026]; dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052926]; dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052918]; mannosyltransferase activity [GO:0000030]"
E0CZ10,unreviewed,E0CZ10_MOUSE,"Mannosyltransferase, EC 2.4.1.-",Alg9,Mus musculus (Mouse),228,protein glycosylation [GO:0006486],"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052926]; dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052918]; protein glycosylation [GO:0006486]",GO:0005789; GO:0006486; GO:0016021; GO:0052918; GO:0052926,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052926]; dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052918]"
