Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Function [CC],Mass,Tissue specificity,Gene Ontology (biological process),Signal peptide,Transit peptide
P97347,reviewed,RPTN_MOUSE,Repetin,Rptn,Mus musculus (Mouse),1118,cornified envelope [GO:0001533]; extracellular region [GO:0005576],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",FUNCTION: Involved in the cornified cell envelope formation. Multifunctional epidermal matrix protein.,128619,"TISSUE SPECIFICITY: Detectable in the stratified internal epithelia of forestomach and tongue and to a lesser degree in normal skin epidermis, where it is restricted to the differentiated suprabasal cell layers. Overexpressed in skin tumors. {ECO:0000269|PubMed:9268637}.",,,
P97463,reviewed,NRTN_MOUSE,Neurturin,Nrtn,Mus musculus (Mouse),195,axon [GO:0030424]; extracellular region [GO:0005576],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Supports the survival of sympathetic neurons in culture. May regulate the development and maintenance of the CNS. Might control the size of non-neuronal cell population such as haemopoietic cells.,22219,TISSUE SPECIFICITY: Widespread distribution.,nerve development [GO:0021675]; neural crest cell migration [GO:0001755]; neuron projection development [GO:0031175]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169],"SIGNAL 1..19; /evidence=""ECO:0000255""",
Q02862,reviewed,CS2LA_MOUSE,Alpha-S2-casein-like A (Casein alpha S2-like A) (Gamma-casein) (PP22),Csn1s2a Csng,Mus musculus (Mouse),184,extracellular region [GO:0005576]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Important role in the capacity of milk to transport calcium phosphate.,21101,TISSUE SPECIFICITY: Mammary gland-specific. Secreted in milk.,,"SIGNAL 1..15; /evidence=""ECO:0000269|PubMed:7763793""",
Q07643,reviewed,CO9A2_MOUSE,Collagen alpha-2(IX) chain,Col9a2,Mus musculus (Mouse),688,collagen type IX trimer [GO:0005594]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",FUNCTION: Structural component of hyaline cartilage and vitreous of the eye.,65321,,extracellular matrix organization [GO:0030198],"SIGNAL 1..22; /evidence=""ECO:0000255""",
Q07797,reviewed,LG3BP_MOUSE,"Galectin-3-binding protein (Cyp-C-associated protein, CyCAP) (Lectin galactoside-binding soluble 3-binding protein) (Protein MAMA)",Lgals3bp Cycap Mama,Mus musculus (Mouse),577,extracellular space [GO:0005615]; membrane [GO:0016020],"SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q08380}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:8119883}.",FUNCTION: Promotes integrin-mediated cell adhesion. May stimulate host defense against viruses and tumor cells (By similarity). {ECO:0000250|UniProtKB:Q08380}.,64491,"TISSUE SPECIFICITY: Detected in embryo, liver, spleen, kidney, lung, heart, intestine, thymus and lymph node. {ECO:0000269|PubMed:8119883, ECO:0000269|PubMed:8341703}.",cell adhesion [GO:0007155],"SIGNAL 1..18; /evidence=""ECO:0000255""",
Q07968,reviewed,F13B_MOUSE,Coagulation factor XIII B chain (Protein-glutamine gamma-glutamyltransferase B chain) (Transglutaminase B chain),F13b Cf13b,Mus musculus (Mouse),669,extracellular region [GO:0005576],SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P05160}.,"FUNCTION: The B chain of factor XIII is not catalytically active, but is thought to stabilize the A subunits and regulate the rate of transglutaminase formation by thrombin. {ECO:0000250|UniProtKB:P05160}.",76195,TISSUE SPECIFICITY: Predominantly expressed in liver and kidney. {ECO:0000269|PubMed:8468048}.,"blood coagulation [GO:0007596]; blood coagulation, fibrin clot formation [GO:0072378]; peptide cross-linking [GO:0018149]","SIGNAL 1..21; /evidence=""ECO:0000250""",
Q08423,reviewed,TFF1_MOUSE,Trefoil factor 1 (Protein pS2),Tff1 Bcei Ps2,Mus musculus (Mouse),87,cytoplasm [GO:0005737]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Stabilizer of the mucous gel overlying the gastrointestinal mucosa that provides a physical barrier against various noxious agents.,9670,TISSUE SPECIFICITY: Strong expression found in normal gastric mucosa. Not detected in the small or large intestine nor in normal mammary gland.,cell differentiation [GO:0030154]; cell population proliferation [GO:0008283]; maintenance of gastrointestinal epithelium [GO:0030277]; negative regulation of cell population proliferation [GO:0008285]; response to wounding [GO:0009611],"SIGNAL 1..21; /note=""Or 23""; /evidence=""ECO:0000255""",
Q08761,reviewed,PROS_MOUSE,Vitamin K-dependent protein S,Pros1 Pros,Mus musculus (Mouse),675,extracellular space [GO:0005615]; protein-containing complex [GO:0032991],SUBCELLULAR LOCATION: Secreted.,FUNCTION: Anticoagulant plasma protein; it is a cofactor to activated protein C in the degradation of coagulation factors Va and VIIIa. It helps to prevent coagulation and stimulating fibrinolysis.,74934,TISSUE SPECIFICITY: Plasma.,blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; negative regulation of coagulation [GO:0050819]; positive regulation of phagocytosis [GO:0050766],"SIGNAL 1..24; /evidence=""ECO:0000250""",
Q14B24,reviewed,PRS57_MOUSE,"Serine protease 57, EC 3.4.21.- (Neutrophil serine protease 4, NSP4) (Serine protease 1-like protein 1)",Prss57 Prssl1,Mus musculus (Mouse),284,azurophil granule lumen [GO:0035578]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Cytoplasmic granule lumen {ECO:0000250|UniProtKB:Q6UWY2}. Secreted {ECO:0000250|UniProtKB:Q6UWY2}. Note=Stored in cytoplasmic granules and secreted as active enzyme in response to stimulation of neutrophils. {ECO:0000250|UniProtKB:Q6UWY2}.,FUNCTION: Serine protease that cleaves preferentially after Arg residues. Can also cleave after citrulline (deimidated arginine) and methylarginine residues. {ECO:0000250|UniProtKB:Q6UWY2}.,30341,,proteolysis [GO:0006508],"SIGNAL 1..35; /evidence=""ECO:0000255""",
Q2VWQ2,reviewed,NELL1_MOUSE,Protein kinase C-binding protein NELL1 (NEL-like protein 1),Nell1,Mus musculus (Mouse),810,cytoplasm [GO:0005737]; extracellular space [GO:0005615]; nuclear envelope [GO:0005635]; perinuclear region of cytoplasm [GO:0048471],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus envelope {ECO:0000250}. Secreted {ECO:0000250}. Note=Colocalizes with ATRAID on the nuclear envelope and the perinuclear region. {ECO:0000250}.,FUNCTION: Plays a role in the control of cell growth and differentiation. Promotes osteoblast cell differentiation and terminal mineralization. {ECO:0000269|PubMed:16537572}.,89415,,cell differentiation [GO:0030154]; negative regulation of osteoblast proliferation [GO:0033689]; negative regulation of protein catabolic process [GO:0042177]; positive regulation of apoptotic process [GO:0043065]; positive regulation of bone mineralization [GO:0030501]; positive regulation of ossification [GO:0045778]; positive regulation of osteoblast differentiation [GO:0045669]; regulation of gene expression [GO:0010468]; regulation of osteoblast differentiation [GO:0045667],"SIGNAL 1..21; /evidence=""ECO:0000255""",
Q30D77,reviewed,COOA1_MOUSE,Collagen alpha-1(XXIV) chain,Col24a1,Mus musculus (Mouse),1733,collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix.",FUNCTION: Involved in osteoblast differentiation. {ECO:0000269|PubMed:16373341}.,175733,"TISSUE SPECIFICITY: Expressed in skeleton. Found at ossification centers of the craniofacial, axial and appendicular skeleton. Also expressed in retina and to a lower extent in cornea, skin and tendon. {ECO:0000269|PubMed:16373341}.",angiogenesis [GO:0001525]; endothelial cell morphogenesis [GO:0001886]; extracellular matrix organization [GO:0030198]; hematopoietic progenitor cell differentiation [GO:0002244],"SIGNAL 1..35; /evidence=""ECO:0000255""",
Q3L180,reviewed,DFA26_MOUSE,Alpha-defensin 26 (Defensin-related cryptdin-26),Defa26 Defcr26,Mus musculus (Mouse),93,extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; secretory granule [GO:0030141],SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,FUNCTION: May have microbicidal activities. {ECO:0000250}.,10514,,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; killing of cells of another organism [GO:0031640]; membrane disruption in another organism [GO:0051673]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of membrane permeability [GO:1905710]; protein homotetramerization [GO:0051289],"SIGNAL 1..19; /evidence=""ECO:0000255""",
Q3UN54,reviewed,PAT14_MOUSE,"Prostate and testis expressed protein 14 (Secreted seminal-vesicle Ly-6 protein 1, SSLP-1)",Pate14 Sslp1,Mus musculus (Mouse),99,extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:16940290}.,,11155,"TISSUE SPECIFICITY: Predominantly expressed in the seminal vesicles (PubMed:16940290). Expressed in prostate, and to a lesser extent in the cauda epididymis (PubMed:21942998). {ECO:0000269|PubMed:16940290, ECO:0000269|PubMed:21942998}.",,"SIGNAL 1..21; /evidence=""ECO:0000269|PubMed:16940290""",
Q3UQ22,reviewed,NET5_MOUSE,Netrin-5 (Netrin-1-like protein),Ntn5 Gm484,Mus musculus (Mouse),452,basement membrane [GO:0005604]; extracellular region [GO:0005576],SUBCELLULAR LOCATION: Secreted {ECO:0000255}.,FUNCTION: Plays a role in neurogenesis. Prevents motor neuron cell body migration out of the neural tube. {ECO:0000269|PubMed:26858598}.,48837,,animal organ morphogenesis [GO:0009887]; dendrite development [GO:0016358]; motor neuron axon guidance [GO:0008045]; neurogenesis [GO:0022008]; tissue development [GO:0009888],"SIGNAL 1..34; /evidence=""ECO:0000255""",
Q3USZ8,reviewed,DIK2A_MOUSE,"Divergent protein kinase domain 2A (Deleted in autism protein 1 homolog) (Golgi Protein of 49 kDa, GoPro49) (Hypoxia and AKT-induced stem cell factor, HASF)",Dipk2a,Mus musculus (Mouse),430,COPI vesicle coat [GO:0030126]; COPI-coated vesicle [GO:0030137]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139],"SUBCELLULAR LOCATION: Golgi apparatus. Cytoplasmic vesicle, COPI-coated vesicle. Secreted.",FUNCTION: May play a role in cardiomyocyte proliferation through paracrine signaling and activation of the PI3-kinase signaling cascade. {ECO:0000269|PubMed:23784961}.,49463,"TISSUE SPECIFICITY: Expressed in heart, brain, liver, spleen, kidney, lung, thymus, testis, ovary and muscle. {ECO:0000269|PubMed:23784961}.","cardiac muscle cell proliferation [GO:0060038]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; positive regulation of protein kinase C activity [GO:1900020]; regulation of phosphatidylinositol 3-kinase signaling [GO:0014066]; vesicle targeting, to, from or within Golgi [GO:0048199]","SIGNAL 1..35; /evidence=""ECO:0000255""",
Q3UW26,reviewed,BSPH1_MOUSE,Binder of sperm protein homolog 1 (Bovine seminal plasma protein homolog 1) (Bovine seminal plasma protein-like 1),Bsph1 Gm767,Mus musculus (Mouse),133,cell surface [GO:0009986]; extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,"FUNCTION: Binds sperm in vitro and promotes sperm capacitation (PubMed:22539676, PubMed:24307707). Specifically promotes capacitation induced by high density lipoproteins (HDLs) (PubMed:25602034). Also binds heparin, phospholipid liposomes, and weakly to gelatin (PubMed:22539676). Does not bind chondroitin sulfate B (PubMed:22539676). {ECO:0000269|PubMed:22539676, ECO:0000269|PubMed:24307707, ECO:0000269|PubMed:25602034}.",16014,TISSUE SPECIFICITY: Expressed only in the epididymis. {ECO:0000269|PubMed:17085770}.,single fertilization [GO:0007338]; sperm capacitation [GO:0048240],"SIGNAL 1..20; /evidence=""ECO:0000255""",
Q3V1M1,reviewed,IGS10_MOUSE,"Immunoglobulin superfamily member 10, IgSF10",Igsf10,Mus musculus (Mouse),2594,extracellular region [GO:0005576],SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q6WRI0}.,"FUNCTION: Involved in the control of early migration of neurons expressing gonadotropin-releasing hormone (GNRH neurons) (PubMed:27137492). May be involved in the maintenance of osteochondroprogenitor cells pool (By similarity). {ECO:0000250|UniProtKB:Q6WRH9, ECO:0000269|PubMed:27137492}.",285598,"TISSUE SPECIFICITY: In the embryo, expressed in the nasal mesenchyme. {ECO:0000269|PubMed:27137492}.",ossification [GO:0001503]; regulation of neuron migration [GO:2001222]; tissue regeneration [GO:0042246],"SIGNAL 1..25; /evidence=""ECO:0000255""",
Q45VN2,reviewed,DFA20_MOUSE,Alpha-defensin 20 (Cryptdin-4) (Defensin-related cryptdin-20),Defa20 Defcr20,Mus musculus (Mouse),95,extracellular space [GO:0005615],SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,FUNCTION: May have microbicidal activities. {ECO:0000250}.,10601,,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; membrane disruption in another organism [GO:0051673],"SIGNAL 1..19; /evidence=""ECO:0000255""",
Q499E0,reviewed,BRNP3_MOUSE,BMP/retinoic acid-inducible neural-specific protein 3,Brinp3 Fam5c,Mus musculus (Mouse),766,dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025],SUBCELLULAR LOCATION: Secreted {ECO:0000305}. Mitochondrion {ECO:0000269|PubMed:17138656}.,"FUNCTION: Inhibits neuronal cell proliferation by negative regulation of the cell cycle transition. Promotes pituitary gonadotrope cell proliferation, migration and invasion, when overexpressed. May play a role in cell pituitary tumor development. {ECO:0000269|PubMed:20025061}.",88483,"TISSUE SPECIFICITY: Expressed in the brain. Weakly expressed in embryonic stem (ES) cells. Expressed in ES-derived neural stem cells (NSCs) and neuronal cells. {ECO:0000269|PubMed:17138656, ECO:0000269|PubMed:20025061}.",cell cycle [GO:0007049]; cellular response to retinoic acid [GO:0071300]; negative regulation of cell cycle [GO:0045786]; negative regulation of mitotic cell cycle [GO:0045930]; nervous system development [GO:0007399]; positive regulation of neuron differentiation [GO:0045666],"SIGNAL 1..33; /evidence=""ECO:0000255""",
Q4KL71,reviewed,SP2A3_MOUSE,Small proline-rich protein 2A3,Sprr2a3,Mus musculus (Mouse),83,cornified envelope [GO:0001533]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; secretory granule [GO:0030141]; transport vesicle [GO:0030133],"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:34735226}. Secreted, extracellular space {ECO:0000269|PubMed:34735226}. Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:34735226}. Note=Present in intestinal secretory epithelial cells and is secreted into the intestinal lumen. {ECO:0000269|PubMed:34735226}.","FUNCTION: Gut bactericidal protein that selectively kills Gram-positive bacteria by binding to negatively charged lipids on bacterial membranes, leading to bacterial membrane permeabilization and disruption (PubMed:34735226). Specifically binds lipids bearing negatively charged headgroups, such as phosphatidic acid, phosphatidylserine (PS), cardiolipin (CL), and phosphatidylinositol phosphates, but not to zwitterionic or neutral lipids (By similarity). Induced by type-2 cytokines in response to helminth infection and is required to protect against helminth-induced bacterial invasion of intestinal tissue (PubMed:34735226). May also be involved in the development of the cornified envelope of squamous epithelia; however, additional evidences are required to confirm this result in vivo (By similarity). {ECO:0000250|UniProtKB:P35326, ECO:0000269|PubMed:34735226}.",9408,,defense response to Gram-positive bacterium [GO:0050830]; response to estradiol [GO:0032355],,
