Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Mass,Function [CC],Tissue specificity,Gene Ontology (biological process),Gene Ontology (molecular function),Signal peptide,Transit peptide
Q80TF6,reviewed,STAR9_MOUSE,"StAR-related lipid transfer protein 9 (Kinesin-like protein Kif16a) (START domain-containing protein 9, StARD9)",Stard9 Kiaa1300 Kif16a,Mus musculus (Mouse),4561,centriole [GO:0005814]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250}. Nucleus {ECO:0000250}. Note=Localizes throughout the cytoplasm and nucleus during interphase. Localizes to the daughter centriole during mitosis. Disappears in cytokinesis (By similarity). {ECO:0000250}.",500243,FUNCTION: Microtubule-dependent motor protein required for spindle pole assembly during mitosis. Required to stabilize the pericentriolar material (PCM) (By similarity). {ECO:0000250}.,,microtubule-based movement [GO:0007018]; spindle assembly [GO:0051225],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; lipid binding [GO:0008289]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; plus-end-directed microtubule motor activity [GO:0008574],,
Q80UZ0,reviewed,FGD5_MOUSE,"FYVE, RhoGEF and PH domain-containing protein 5",Fgd5,Mus musculus (Mouse),1219,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cell projection, ruffle membrane {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Golgi apparatus {ECO:0000250}. Early endosome {ECO:0000250}. Note=In peripheral membrane ruffles, colocolizes with F-actin. {ECO:0000250}.",134719,"FUNCTION: Activates CDC42, a member of the Ras-like family of Rho- and Rac proteins, by exchanging bound GDP for free GTP. Mediates VEGF-induced CDC42 activation. May regulate proangiogenic action of VEGF in vascular endothelial cells, including network formation, directional movement and proliferation. May play a role in regulating the actin cytoskeleton and cell shape (By similarity). {ECO:0000250}.","TISSUE SPECIFICITY: Expressed in highly vascularized tissues, such as lung, kidney and ovary. {ECO:0000269|PubMed:22328776}.",,guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872],,
Q80VM3,reviewed,TTC29_MOUSE,"Tetratricopeptide repeat protein 29, TPR repeat protein 29",Ttc29,Mus musculus (Mouse),471,cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; sperm flagellum [GO:0036126],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000269|PubMed:31735292, ECO:0000269|PubMed:31735294}.",54282,"FUNCTION: Axonemal protein which is implicated in axonemal and/or peri-axonemal structures assembly and regulates flagella assembly and beating and therefore sperm motility. {ECO:0000269|PubMed:31735292, ECO:0000269|PubMed:31735294}.","TISSUE SPECIFICITY: Expressed in spermatozoa (at protein level). {ECO:0000269|PubMed:31735292, ECO:0000269|PubMed:31735294}.",cilium movement [GO:0003341]; cilium organization [GO:0044782],,,
Q80X82,reviewed,SYMPK_MOUSE,Symplekin,Sympk,Mus musculus (Mouse),1288,bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nuclear body [GO:0016604]; nuclear stress granule [GO:0097165]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cell junction, tight junction {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cell junction {ECO:0000250|UniProtKB:Q92797}. Nucleus, nucleoplasm {ECO:0000250}. Note=Cytoplasmic face of adhesion plaques (major) and nucleoplasm (minor) (in cells with TJ). Nucleoplasm (in cells without TJ). Nuclear bodies of heat-stressed cells. Colocalizes with HSF1 in nuclear stress bodies upon heat shock. {ECO:0000250|UniProtKB:Q92797}.",142620,"FUNCTION: Scaffold protein that functions as a component of a multimolecular complex involved in histone mRNA 3'-end processing. Specific component of the tight junction (TJ) plaque, but might not be an exclusively junctional component. May have a house-keeping rule. Is involved in pre-mRNA polyadenylation. Enhances SSU72 phosphatase activity (By similarity). {ECO:0000250}.",,cell adhesion [GO:0007155]; mRNA polyadenylation [GO:0006378]; negative regulation of protein binding [GO:0032091]; positive regulation of protein dephosphorylation [GO:0035307],,,
Q80XJ3,reviewed,TTC28_MOUSE,"Tetratricopeptide repeat protein 28, TPR repeat protein 28",Ttc28 Kiaa1043 Tprbk,Mus musculus (Mouse),2450,centrosome [GO:0005813]; cytoplasm [GO:0005737]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; mitotic spindle midzone [GO:1990023]; mitotic spindle pole [GO:0097431],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250}. Midbody {ECO:0000250}. Note=At interphase, localizes to centrosomes. At prometaphase and metaphase, associated with spindle microtubules and spindle poles. At anaphase, accumulates in the spindle midzone. At telophase, condensed on central spindles. During cytokinesis, condensed on the midbody where it colocalizes with AURKB (By similarity). {ECO:0000250}.",267459,"FUNCTION: During mitosis, may be involved in the condensation of spindle midzone microtubules, leading to the formation of midbody. {ECO:0000250}.; FUNCTION: Essential for the formation and integrity of the midbody. Max play a critical role in the progress of mitosis and cytokinesis during cell cycle (By similarity). {ECO:0000250}.","TISSUE SPECIFICITY: Expressed in embryos at all stages examined. In adult tissues, detected in heart and at low levels in kidney and testis. {ECO:0000269|PubMed:23036704}.",cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346],kinase binding [GO:0019900],,
Q80YS6,reviewed,AFAP1_MOUSE,"Actin filament-associated protein 1 (110 kDa actin filament-associated protein, AFAP-110)",Afap1 Kiaa3018,Mus musculus (Mouse),731,actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; cytosol [GO:0005829]; focal adhesion [GO:0005925],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:Q8N556}.",80615,"FUNCTION: Can cross-link actin filaments into both network and bundle structures. May modulate changes in actin filament integrity and induce lamellipodia formation. May function as an adapter molecule that links other proteins, such as SRC and PKC to the actin cytoskeleton (By similarity). {ECO:0000250}.",,regulation of cytoskeleton organization [GO:0051493]; regulation of signal transduction [GO:0009966],actin binding [GO:0003779]; SH2 domain binding [GO:0042169]; SH3 domain binding [GO:0017124],,
Q80YT7,reviewed,MYOME_MOUSE,Myomegalin (Phosphodiesterase 4D-interacting protein),Pde4dip Kiaa0454,Mus musculus (Mouse),2224,centrosome [GO:0005813]; cortical microtubule plus-end [GO:1903754]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; myofibril [GO:0030016]; nucleus [GO:0005634],"SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q5VU43}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q5VU43}. Golgi apparatus {ECO:0000250|UniProtKB:Q5VU43}. Note=Associated with the microtubule network at the growing distal tip of microtubules. Targeting to the Golgi apparatus requires AKAP9. {ECO:0000250|UniProtKB:Q5VU43}.",250631,"FUNCTION: Functions as an anchor sequestering components of the cAMP-dependent pathway to Golgi and/or centrosomes (By similarity). {ECO:0000250|UniProtKB:Q9WUJ3}.; FUNCTION: [Isoform 2]: Participates in microtubule dynamics, promoting microtubule assembly. Depending upon the cell context, may act at the level of the Golgi apparatus or that of the centrosome. In complex with AKAP9, recruits CAMSAP2 to the Golgi apparatus and tethers non-centrosomal minus-end microtubules to the Golgi, an important step for polarized cell movement. In complex with AKAP9, EB1/MAPRE1 and CDK5RAP2, contributes to microtubules nucleation and extension from the centrosome to the cell periphery, a crucial process for directed cell migration, mitotic spindle orientation and cell-cycle progression. {ECO:0000250|UniProtKB:Q5VU43}.",,astral microtubule organization [GO:0030953]; centrosome cycle [GO:0007098]; positive regulation of microtubule nucleation [GO:0090063]; protein-containing complex assembly [GO:0065003]; regulation of Golgi organization [GO:1903358],enzyme binding [GO:0019899]; molecular adaptor activity [GO:0060090],,
Q80ZU5,reviewed,CC181_MOUSE,Coiled-coil domain-containing protein 181,Ccdc181,Mus musculus (Mouse),509,cytoplasm [GO:0005737]; manchette [GO:0002177]; microtubule [GO:0005874]; sperm flagellum [GO:0036126],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:28283191}. Cell projection, cilium, flagellum {ECO:0000269|PubMed:28283191}. Note=Localizes to the microtubular manchette of elongating spermatids (PubMed:28283191). Localizes to the sperm flagella and to the basal half of motile cilia (PubMed:28283191). {ECO:0000269|PubMed:28283191}.",59241,FUNCTION: Microtubule-binding protein that localizes to the microtubular manchette of elongating spermatids. {ECO:0000305|PubMed:28283191}.,"TISSUE SPECIFICITY: Predominantly expressed in testis (PubMed:28283191). Expressed at lower level in brain, eye, trachea and lung (PubMed:28283191). Barely expressed in tongue, heart, liver, kidney, spleen and muscle (PubMed:28283191). Present at high level in elongating spermatids, whereas lower levels are observed in round spermatids (at protein level) (PubMed:28283191). {ECO:0000269|PubMed:28283191}.",,microtubule binding [GO:0008017],,
Q8BFZ3,reviewed,ACTBL_MOUSE,Beta-actin-like protein 2 (Kappa-actin),Actbl2,Mus musculus (Mouse),376,actin filament [GO:0005884]; axon [GO:0030424]; cytoplasm [GO:0005737]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; NuA4 histone acetyltransferase complex [GO:0035267]; synapse [GO:0045202],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.",42004,FUNCTION: Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells. {ECO:0000250}.,,axonogenesis [GO:0007409]; cell motility [GO:0048870],ATP binding [GO:0005524]; protein kinase binding [GO:0019901]; structural constituent of postsynaptic actin cytoskeleton [GO:0098973],,
Q8BG95,reviewed,MYPT2_MOUSE,"Protein phosphatase 1 regulatory subunit 12B (Myosin phosphatase-targeting subunit 2, Myosin phosphatase target subunit 2)",Ppp1r12b Mypt2,Mus musculus (Mouse),976,A band [GO:0031672]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Z disc [GO:0030018],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:O60237}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:O60237}. Note=Along actomyosin filaments. {ECO:0000250|UniProtKB:O60237}.",109049,FUNCTION: Regulates myosin phosphatase activity. Augments Ca(2+) sensitivity of the contractile apparatus (By similarity). {ECO:0000250}.,,signal transduction [GO:0007165],enzyme inhibitor activity [GO:0004857]; phosphatase regulator activity [GO:0019208]; protein kinase binding [GO:0019901],,
Q8BH44,reviewed,COR2B_MOUSE,Coronin-2B,Coro2b,Mus musculus (Mouse),480,cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; membrane [GO:0016020]; stress fiber [GO:0001725],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.",54936,FUNCTION: May play a role in the reorganization of neuronal actin structure. {ECO:0000250}.,,actin cytoskeleton organization [GO:0030036]; focal adhesion assembly [GO:0048041]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of establishment of protein localization [GO:1904950]; negative regulation of stress fiber assembly [GO:0051497]; positive regulation of establishment of protein localization [GO:1904951]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cellular response to stress [GO:0080135]; regulation of glomerular filtration [GO:0003093],actin filament binding [GO:0051015]; talin binding [GO:1990147]; vinculin binding [GO:0017166],,
Q8BHD1,reviewed,POC1B_MOUSE,POC1 centriolar protein homolog B (WD repeat-containing protein 51B),Poc1b Wdr51b,Mus musculus (Mouse),476,centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:25044745}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:25044745}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q8TC44}. Note=Component of both mother and daughter centrioles. Localizes to the basal body and centriole adjacent to the connecting cilium of photoreceptors and in synapses of the outer plexiform layer. {ECO:0000269|PubMed:25044745}.",53504,"FUNCTION: Plays an important role in centriole assembly and/or stability and ciliogenesis. Involved in early steps of centriole duplication, as well as in the later steps of centriole length control. Acts in concert with POC1A to ensure centriole integrity and proper mitotic spindle formation. Required for primary cilia formation, ciliary length and also cell proliferation. Required for retinal integrity. {ECO:0000250|UniProtKB:Q8TC44}.",TISSUE SPECIFICITY: Expressed in the retina. {ECO:0000269|PubMed:25044745}.,cell population proliferation [GO:0008283]; centriole replication [GO:0007099]; cilium assembly [GO:0060271]; retina homeostasis [GO:0001895],,,
Q8BKN5,reviewed,GCP5_MOUSE,"Gamma-tubulin complex component 5, GCP-5",Tubgcp5 Kiaa1899,Mus musculus (Mouse),1024,centrosome [GO:0005813]; cytosol [GO:0005829]; equatorial microtubule organizing center [GO:0000923]; gamma-tubulin complex [GO:0000930]; gamma-tubulin large complex [GO:0000931]; microtubule [GO:0005874]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}.",117977,FUNCTION: Gamma-tubulin complex is necessary for microtubule nucleation at the centrosome. {ECO:0000250}.,,cytoplasmic microtubule organization [GO:0031122]; meiotic cell cycle [GO:0051321]; microtubule nucleation [GO:0007020]; mitotic cell cycle [GO:0000278]; spindle assembly [GO:0051225],gamma-tubulin binding [GO:0043015]; microtubule binding [GO:0008017],,
Q8BKT8,reviewed,HAUS7_MOUSE,HAUS augmin-like complex subunit 7 (26S proteasome-associated UCH37-interacting protein 1) (UCHL5-interacting protein),Haus7 Uchl5ip Uip1,Mus musculus (Mouse),364,centrosome [GO:0005813]; cytoplasm [GO:0005737]; HAUS complex [GO:0070652]; mitotic spindle microtubule [GO:1990498]; nucleolus [GO:0005730]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q99871}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q99871}. Note=Localizes to interphase centrosomes and to mitotic spindle microtubules. {ECO:0000250|UniProtKB:Q99871}.",40656,"FUNCTION: Contributes to mitotic spindle assembly, maintenance of centrosome integrity and completion of cytokinesis as part of the HAUS augmin-like complex. {ECO:0000250}.",,cell division [GO:0051301]; centrosome cycle [GO:0007098]; spindle assembly [GO:0051225],microtubule minus-end binding [GO:0051011]; thioesterase binding [GO:0031996],,
Q8BL43,reviewed,RASFA_MOUSE,Ras association domain-containing protein 10,Rassf10,Mus musculus (Mouse),508,cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; spindle pole [GO:0000922],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250}.",57333,FUNCTION: Plays an important role in regulating embryonic neurogenesis. {ECO:0000269|PubMed:29490266}.,TISSUE SPECIFICITY: Expressed in neural progenitor cells (at protein level). {ECO:0000269|PubMed:29490266}.,nervous system development [GO:0007399]; positive regulation of neural precursor cell proliferation [GO:2000179]; positive regulation of neurogenesis [GO:0050769]; signal transduction [GO:0007165],,,
Q8BRC6,reviewed,CFA91_MOUSE,"Cilia- and flagella-associated protein 91, CFAP91 (AMY-1-associating protein expressed in testis 1 homolog, AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1)",Cfap91 Aat1 Maats1 Spata26,Mus musculus (Mouse),783,axoneme [GO:0005930]; mitochondrion [GO:0005739]; motile cilium [GO:0031514],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q7Z4T9}. Mitochondrion {ECO:0000250|UniProtKB:Q7Z4T9}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:A8IH47}.",91623,"FUNCTION: Involved in sperm flagellum axonemal organization and function (By similarity). May regulate cilium motility through its role in the assembly of the axonemal radial spokes (By similarity). {ECO:0000250|UniProtKB:A8IH47, ECO:0000250|UniProtKB:Q7Z4T9}.","TISSUE SPECIFICITY: Expressed in the testis, in cells involved in spermatogenesis. {ECO:0000269|PubMed:12223483}.",axonemal central apparatus assembly [GO:1904158]; cell differentiation [GO:0030154]; cilium movement [GO:0003341]; spermatogenesis [GO:0007283],,,
