User Input	Mapped Gene Symbol	Num of Expt. (found/total)	Ave SC	Max SC
Q13017	ARHGAP5	24 / 716	1.2	2
Q15788	NCOA1	7 / 716	1	1
O14607	UTY	9 / 716	1	1
O00505	KPNA3	143 / 716	2.8	15
Q2YD98	UVSSA	22 / 716	1.2	2
Q9H9R9	DBNDD1	 / 716	0	
Q9Y5H7	PCDHA5	1 / 716	1	1
Q8WWC4	MAIP1	25 / 716	1.2	3
Q13118	KLF10	 / 716	0	
Q6PHW0	IYD	 / 716	0	
Q8N442	GUF1	4 / 716	1	1
Q13232	NME3	20 / 716	6.7	17
Q99453	PHOX2B	 / 716	0	
O60610	DIAPH1	127 / 716	2.6	9
P01137	TGFB1	3 / 716	1.3	2
W5XKT8	SPACA6	1 / 716	1	1
Q13363	CTBP1	34 / 716	1.4	4
Q96LB4	ATP6V1G3	 / 716	0	
Q9BSG0	PRADC1	22 / 716	1.1	2
Q8NFP4	MDGA1	 / 716	0	
Q6ZV29	PNPLA7	 / 716	0	
Q53TS8	C2CD6	1 / 716	1	1
Q7RTT3	SSX9	 / 716	0	
Q5SW96	LDLRAP1	 / 716	0	
Q92570	NR4A3	 / 716	0	
O95395	GCNT3	1 / 716	1	1
Q0P641	C2ORF80	14 / 716	1	1
Q9Y639	NPTN	16 / 716	4.2	11
P46734	MAP2K3	22 / 716	1.4	3
Q07890	SOS2	 / 716	0	
Q0VD83	APOBR	1 / 716	1	1
P01106	MYC	1 / 716	1	1
Q9Y581	INSL6	 / 716	0	
O43511	SLC26A4	1 / 716	1	1
Q5HYK7	SH3D19	25 / 716	1.4	3
A8MVZ5	BTNL10	 / 716	0	
Q9HCH3	CPNE5	79 / 716	1.4	3
Q8IUE1	TGIF2LX	 / 716	0	
P29558	RBMS1	38 / 716	2	3
P98077	SHC2	1 / 716	1	1
O76100	OR7A10	 / 716	0	
P56915	GSC	 / 716	0	
Q8TAD8	SNIP1	39 / 716	4.5	17
Q9NR80	ARHGEF4	 / 716	0	
P30044	PRDX5	93 / 716	3	13
Q96RP3	UCN2	 / 716	0	
P19532	TFE3	8 / 716	2	8
P58215	LOXL3	 / 716	0	
Q9Y6M7	SLC4A7	44 / 716	1.7	6
Q9UNM6	PSMD13	160 / 716	3.8	16
Q8IXY8	PPIL6	 / 716	0	
Q9Y4U1	MMACHC	 / 716	0	
P49069	CAMLG	9 / 716	1.1	2
P14927	UQCRB	7 / 716	1.1	2
Q96HC4	PDLIM5	116 / 716	7.6	49
Q6P1L5	FAM117B	6 / 716	1	1
P29597	TYK2	3 / 716	1.7	3
P15918	RAG1	 / 716	0	
Q8NA66	CNBD1	 / 716	0	
P26368	U2AF2	231 / 716	4.5	27
Q9Y2G3	ATP11B	 / 716	0	
Q96CG8	CTHRC1	 / 716	0	
Q9UN76	SLC6A14	 / 716	0	
O14618	CCS	9 / 716	1	1
Q6B0I6	KDM4D	1 / 716	1	1
Q13309	SKP2	3 / 716	1	1
O14764	GABRD	 / 716	0	
Q96AY3	FKBP10	53 / 716	2.5	9
Q9Y2B0	CNPY2	48 / 716	3.4	8
O14828	SCAMP3	56 / 716	1.4	3
Q7Z698	SPRED2	 / 716	0	
Q9BTT6	LRRC1	74 / 716	1.5	4
O14513	NCKAP5	 / 716	0	
Q8TEU7	RAPGEF6	68 / 716	4.3	12
P02751	FN1	60 / 716	24.5	246
P15529	CD46	 / 716	0	
Q9BSG1	ZNF2	 / 716	0	
A5D8W1	CFAP69	 / 716	0	
P50440	GATM	1 / 716	1	1
Q9BYW2	SETD2	80 / 716	4.9	32
Q9H190	SDCBP2	 / 716	0	
Q9H6D8	FNDC4	 / 716	0	
Q9H1F0	WFDC10A	 / 716	0	
Q96K49	TMEM87B	 / 716	0	
Q9Y6K9	IKBKG	4 / 716	1	1
Q9BYT8	NLN	11 / 716	1.3	2
Q86W42	THOC6	79 / 716	3.6	23
Q9Y6C5	PTCH2	2 / 716	1	1
Q8TDM5	SPACA4	 / 716	0	
Q9NVX2	NLE1	33 / 716	1.5	3
Q9H237	PORCN	1 / 716	1	1
A2RUB1	MEIOC	 / 716	0	
P16520	GNB3	92 / 716	2	11
P04141	CSF2	 / 716	0	
P57796	CABP4	 / 716	0	
P04746	AMY2A	5 / 716	3	10
P36969	GPX4	25 / 716	1	1
O60306	AQR	52 / 716	7.9	37
Q9Y6N6	LAMC3	 / 716	0	
Q9UKU7	ACAD8	2 / 716	1	1
Q5VTR2	RNF20	62 / 716	2.5	11
Q9UKN8	GTF3C4	150 / 716	4.7	40
Q9NYL5	CYP39A1	 / 716	0	
P22413	ENPP1	 / 716	0	
P35612	ADD2	44 / 716	1.2	7
O75131	CPNE3	91 / 716	3.5	21
Q75WM6	H1FNT	 / 716	0	
A6NGB7	TMEM221	 / 716	0	
Q99747	NAPG	1 / 716	1	1
Q6PIV7	SLC25A34	2 / 716	1	1
Q2TAY7	SMU1	73 / 716	6.1	36
P08922	ROS1	20 / 716	1	1
Q8IWV2	CNTN4	 / 716	0	
Q9Y3U8	RPL36	221 / 716	2.8	12
Q6ZSB9	ZBTB49	 / 716	0	
P46199	MTIF2	3 / 716	1	1
Q96MP5	ZSWIM3	 / 716	0	
A0PJX8	TMEM82	 / 716	0	
Q96JP5	ZFP91	32 / 716	1.2	3
Q8NBS3	SLC4A11	2 / 716	1.5	2
Q92538	GBF1	55 / 716	2.1	5
O60266	ADCY3	 / 716	0	
O00206	TLR4	 / 716	0	
Q96QU1	PCDH15	10 / 716	1.9	7
Q2M1P5	KIF7	8 / 716	1.5	3
Q8TF27	AGAP11	1 / 716	1	1
P14780	MMP9	2 / 716	1	1
Q8IWZ5	TRIM42	1 / 716	2	2
Q86X67	NUDT13	 / 716	0	
P11831	SRF	 / 716	0	
O75909	CCNK	128 / 716	3.7	14
O94888	UBXN7	74 / 716	1.6	4
O15235	MRPS12	19 / 716	1.2	2
P08243	ASNS	131 / 716	4.1	42
Q7Z5A8	FAM19A3	 / 716	0	
O95971	CD160	 / 716	0	
Q9HAB8	PPCS	 / 716	0	
C9J069	C9ORF172	 / 716	0	
Q13145	BAMBI	 / 716	0	
P12644	BMP4	1 / 716	2	2
Q3SY56	SP6	 / 716	0	
Q9BYG4	PARD6G	2 / 716	1.5	2
P32971	TNFSF8	1 / 716	1	1
Q8N5S1	SLC25A41	 / 716	0	
Q9Y5E5	PCDHB4	 / 716	0	
P11441	UBL4A	49 / 716	1.9	6
Q9Y2G8	DNAJC16	1 / 716	1	1
Q96PU9	ODF3	 / 716	0	
O75677	RFPL1	 / 716	0	
Q5TC63	GRTP1	 / 716	0	
P13994	CCDC130	 / 716	0	
Q9C004	SPRY4	 / 716	0	
Q7Z444	ERAS	 / 716	0	
Q6PEW0	PRSS54	 / 716	0	
P50583	NUDT2	3 / 716	1	1
Q9ULR3	PPM1H	1 / 716	1	1
Q9P2L0	WDR35	 / 716	0	
Q15842	KCNJ8	 / 716	0	
Q99999	GAL3ST1	 / 716	0	
Q96Q91	SLC4A9	 / 716	0	
Q9NYR8	RDH8	 / 716	0	
Q96MF2	STAC3	 / 716	0	
Q5T6F0	DCAF12	 / 716	0	
Q9Y6L7	TLL2	 / 716	0	
O75346	ZNF253	23 / 716	1.7	3
Q2M3R5	SLC35G1	 / 716	0	
Q8N8R3	SLC25A29	1 / 716	1	1
P35555	FBN1	4 / 716	2	3
Q8N4P3	HDDC3	1 / 716	1	1
P28039	AOAH	 / 716	0	
P11912	CD79A	 / 716	0	
Q07325	CXCL9	 / 716	0	
Q68CP9	ARID2	75 / 716	5.2	28
Q9NYZ3	GTSE1	25 / 716	1.2	3
Q9HD15	SRA1	 / 716	0	
Q9ULD4	BRPF3	7 / 716	1.1	2
Q69YH5	CDCA2	92 / 716	6.2	54
P31751	AKT2	47 / 716	1.6	7
P29322	EPHA8	20 / 716	1	1
Q9H7V2	SYNDIG1	 / 716	0	
Q9Y4K0	LOXL2	4 / 716	1.3	2
P15408	FOSL2	 / 716	0	
P84090	ERH	454 / 716	5.4	100
Q6ZRF8	RNF207	1 / 716	1	1
P53708	ITGA8	 / 716	0	
Q9UM82	SPATA2	 / 716	0	
A6NNX1	RIIAD1	1 / 716	1	1
Q96PN8	TSSK3	 / 716	0	
Q5VZK9	CARMIL1	42 / 716	1.7	8
Q96A28	SLAMF9	 / 716	0	
O43493	TGOLN2	2 / 716	1	1
Q92874	DNASE1L2	3 / 716	2	4
P35606	COPB2	164 / 716	3.6	22
Q92599	SEPT8	99 / 716	2	5
Q5JWR5	DOPEY1	 / 716	0	
Q9NS28	RGS18	 / 716	0	
Q5TEU4	NDUFAF5	 / 716	0	
Q96PB7	OLFM3	6 / 716	2.7	6
Q96QD9	FYTTD1	24 / 716	2.1	8
Q9BYV6	TRIM55	 / 716	0	
P53567	CEBPG	1 / 716	1	1
O76074	PDE5A	 / 716	0	
Q9H3S1	SEMA4A	1 / 716	1	1
Q8TDX6	CSGALNACT1	 / 716	0	
Q9UHD0	IL19	 / 716	0	
Q9BRR8	GPATCH1	126 / 716	10.1	37
P53370	NUDT6	1 / 716	1	1
Q76M96	CCDC80	1 / 716	3	3
O94921	CDK14	157 / 716	1.2	3
Q9UHI5	SLC7A8	 / 716	0	
Q92985	IRF7	 / 716	0	
Q9NWD8	TMEM248	 / 716	0	
Q13291	SLAMF1	 / 716	0	
Q6ZMD2	SPNS3	 / 716	0	
Q8N2M4	TMEM86A	 / 716	0	
Q13200	PSMD2	271 / 716	7.6	52
P26640	VARS	265 / 716	6.6	51
Q6ZTA4	TRIM67	 / 716	0	
Q9BXJ2	C1QTNF7	 / 716	0	
Q8TDT2	GPR152	 / 716	0	
P0C7X4	FTH1P19	 / 716	0	
Q8N1T3	MYO1H	3 / 716	1.3	2
Q6ZN16	MAP3K15	 / 716	0	
Q8IXF9	AQP12A	 / 716	0	
O60551	NMT2	63 / 716	1.3	2
Q9H4L7	SMARCAD1	45 / 716	2.6	9
Q9HBE1	PATZ1	23 / 716	1	1
Q17RY6	LY6K	 / 716	0	
Q9H6Y7	RNF167	4 / 716	1	1
Q8N715	CCDC185	 / 716	0	
Q9BPU6	DPYSL5	68 / 716	3.6	28
Q02040	AKAP17A	29 / 716	4	15
Q9H910	JPT2	242 / 716	3.5	14
Q8NI35	PATJ	8 / 716	2.3	6
Q8WZA6	OR1E3	 / 716	0	
Q9H477	RBKS	2 / 716	5	9
Q8NDX5	PHC3	46 / 716	2.5	9
Q562E7	WDR81	8 / 716	1.4	3
Q9Y275	TNFSF13B	 / 716	0	
Q8NCA5	FAM98A	112 / 716	2.5	17
Q8N1F8	STK11IP	9 / 716	1.2	3
P0C7W0	PRR29	1 / 716	1	1
Q86V21	AACS	1 / 716	1	1
Q96F05	C11ORF24	 / 716	0	
Q53GG5	PDLIM3	27 / 716	1.4	4
Q96M02	C10ORF90	 / 716	0	
Q96CS3	FAF2	70 / 716	2.6	11
Q86VD1	MORC1	 / 716	0	
P08034	GJB1	 / 716	0	
Q9Y5Y9	SCN10A	1 / 716	1	1
O94892	ZNF432	4 / 716	1	1
Q7Z5W3	BCDIN3D	 / 716	0	
Q01718	MC2R	 / 716	0	
O75071	EFCAB14	 / 716	0	
P30153	PPP2R1A	316 / 716	5	35
Q9H7L9	SUDS3	25 / 716	3.5	9
P14923	JUP	244 / 716	5.4	44
A6NMZ7	COL6A6	2 / 716	1	1
Q8WVJ9	TWIST2	 / 716	0	
Q96GD0	PDXP	24 / 716	1	1
Q5THR3	EFCAB6	3 / 716	1	1
P12955	PEPD	44 / 716	2	5
O14972	DSCR3	 / 716	0	
Q8TDV0	GPR151	1 / 716	1	1
Q8N584	TTC39C	 / 716	0	
Q86XA9	HEATR5A	42 / 716	1.7	7
P98088	MUC5AC	2 / 716	1.5	2
Q7L7V1	DHX32	7 / 716	1.3	2
P58753	TIRAP	 / 716	0	
P30408	TM4SF1	 / 716	0	
O95639	CPSF4	87 / 716	2.3	15
P57082	TBX4	 / 716	0	
Q8TCX1	DYNC2LI1	 / 716	0	
O60858	TRIM13	1 / 716	1	1
Q9UIW2	PLXNA1	1 / 716	1	1
Q9HB71	CACYBP	187 / 716	2.9	22
Q13637	RAB32	6 / 716	1.2	2
P31948	STIP1	237 / 716	8.3	67
Q9BS40	LXN	 / 716	0	
Q2TBA0	KLHL40	 / 716	0	
Q6N069	NAA16	30 / 716	1.3	4
Q14653	IRF3	4 / 716	1	1
O00483	NDUFA4	75 / 716	1.9	10
P48169	GABRA4	 / 716	0	
Q16342	PDCD2	2 / 716	1	1
Q9UQL6	HDAC5	55 / 716	2.7	8
P34925	RYK	 / 716	0	
Q0ZLH3	DFNB59	 / 716	0	
Q86Y39	NDUFA11	1 / 716	1	1
A6NGR9	MROH6	 / 716	0	
Q99685	MGLL	5 / 716	7	31
Q49AR2	C5ORF22	3 / 716	1	1
O95347	SMC2	194 / 716	5	32
Q9UM63	PLAGL1	 / 716	0	
Q8TAT2	FGFBP3	 / 716	0	
O14756	HSD17B6	1 / 716	1	1
P25445	FAS	1 / 716	1	1
Q5VST6	ABHD17B	 / 716	0	
D6REC4	CFAP99	1 / 716	2	2
P15374	UCHL3	24 / 716	3.5	10
Q9NYK1	TLR7	 / 716	0	
Q13351	KLF1	 / 716	0	
Q8WUI4	HDAC7	 / 716	0	
Q9BXN2	CLEC7A	 / 716	0	
Q9H1M0	NUP62CL	 / 716	0	
Q99436	PSMB7	141 / 716	3.1	17
Q9HAW0	BRF2	1 / 716	1	1
A6NI56	CCDC154	 / 716	0	
Q9UHP9	SMPX	 / 716	0	
Q6S545	POTEH	3 / 716	1	1
O95045	UPP2	4 / 716	1	1
Q8NEH6	MNS1	 / 716	0	
Q9NZ08	ERAP1	2 / 716	2	3
Q9Y697	NFS1	23 / 716	2	5
A4D2B8	PMS2P1	1 / 716	1	1
O43247	TEX33	 / 716	0	
P48995	TRPC1	10 / 716	1	1
Q9UH62	ARMCX3	2 / 716	2	2
P43627	KIR2DL2	 / 716	0	
O75310	UGT2B11	 / 716	0	
Q8IWT6	LRRC8A	 / 716	0	
Q02083	NAAA	1 / 716	2	2
O94979	SEC31A	79 / 716	3.1	13
Q9HB03	ELOVL3	 / 716	0	
O75487	GPC4	18 / 716	2.7	9
Q5XG87	PAPD7	1 / 716	1	1
P25189	MPZ	 / 716	0	
Q9NXD2	MTMR10	2 / 716	1	1
Q6P5Q4	LMOD2	 / 716	0	
Q9GZP8	IMUP	11 / 716	1.7	3
Q86YC3	NRROS	1 / 716	1	1
Q49A92	C8ORF34	 / 716	0	
Q8TD46	CD200R1	 / 716	0	
Q0D2I5	IFFO1	1 / 716	1	1
P11836	MS4A1	 / 716	0	
Q9BZL4	PPP1R12C	2 / 716	1.5	2
Q9NR81	ARHGEF3	 / 716	0	
P35318	ADM	 / 716	0	
Q07955	SRSF1	280 / 716	8.7	60
Q14151	SAFB2	185 / 716	6.8	55
Q5GAN6	RNASE10	 / 716	0	
P49257	LMAN1	31 / 716	1.5	5
Q6IQ23	PLEKHA7	5 / 716	5.6	20
P07099	EPHX1	13 / 716	1.2	2
Q96Q05	TRAPPC9	1 / 716	1	1
Q9GZR2	REXO4	100 / 716	3.6	22
O00584	RNASET2	8 / 716	1.5	3
Q6IPR3	TYW3	 / 716	0	
P35268	RPL22	429 / 716	3.6	31
Q13435	SF3B2	317 / 716	17.5	140
A0A0B4J240	TRAV10	 / 716	0	
Q14353	GAMT	 / 716	0	
Q9H089	LSG1	85 / 716	3.7	10
Q13064	MKRN3	 / 716	0	
Q9NWB6	ARGLU1	150 / 716	6.6	49
Q9C026	TRIM9	52 / 716	3.1	9
Q2M5E4	RGS21	 / 716	0	
Q9P0M4	IL17C	1 / 716	1	1
Q9UKA8	RCAN3	1 / 716	1	1
Q9BYI3	FAM126A	4 / 716	1	1
Q9NVC6	MED17	3 / 716	1	1
Q9UIJ5	ZDHHC2	 / 716	0	
Q86XP1	DGKH	3 / 716	1	1
Q13561	DCTN2	219 / 716	4.8	26
Q99959	PKP2	62 / 716	3.2	43
Q5TD97	FHL5	 / 716	0	
Q86SQ6	ADGRA1	1 / 716	1	1
Q96B96	TMEM159	 / 716	0	
P47736	RAP1GAP	 / 716	0	
Q9H8X2	IPPK	1 / 716	2	2
Q8IU85	CAMK1D	1 / 716	1	1
Q6H9L7	ISM2	 / 716	0	
Q9UHP3	USP25	 / 716	0	
O43505	B4GAT1	3 / 716	1	1
Q9Y4E5	ZNF451	65 / 716	1.8	5
Q9H3S4	TPK1	 / 716	0	
Q3MHD2	LSM12	195 / 716	2.5	16
Q96G04	EEF2KMT	 / 716	0	
Q99542	MMP19	 / 716	0	
P10323	ACR	 / 716	0	
P54253	ATXN1	2 / 716	1	1
Q7Z3Y9	KRT26	380 / 716	4.5	89
Q9NVS2	MRPS18A	41 / 716	2	6
Q76KP1	B4GALNT4	 / 716	0	
P15260	IFNGR1	 / 716	0	
Q9BYE0	HES7	 / 716	0	
Q8TF74	WIPF2	8 / 716	1	1
P61803	DAD1	27 / 716	1.5	5
Q6Q0C0	TRAF7	5 / 716	2.4	6
Q96BP2	CHCHD1	66 / 716	1.8	4
Q9C0J1	B3GNT4	1 / 716	1	1
Q9BX51	GGTLC1	 / 716	0	
Q99678	GPR20	 / 716	0	
Q3ZCQ3	FAM174B	 / 716	0	
Q15124	PGM5	 / 716	0	
P34896	SHMT1	102 / 716	1.7	5
P07585	DCN	1 / 716	1	1
Q9BX74	TM2D1	 / 716	0	
Q15012	LAPTM4A	 / 716	0	
Q8TAD4	SLC30A5	1 / 716	1	1
Q6P3S1	DENND1B	3 / 716	1	1
Q96QV1	HHIP	 / 716	0	
O95140	MFN2	3 / 716	1	1
A0A1B0GV90	A0A1B0GV90	 / 716	0	
Q96D21	RASD2	 / 716	0	
Q8NCQ7	PROCA1	 / 716	0	
Q32M84	BTBD16	 / 716	0	
P08263	GSTA1	1 / 716	1	1
Q6ZVX9	PAQR9	 / 716	0	
Q6VB84	FOXD4L3	 / 716	0	
P39687	ANP32A	116 / 716	3.3	25
Q9UJ14	GGT7	8 / 716	1.3	2
A0A1B0GVG6	A0A1B0GVG6	 / 716	0	
P15036	ETS2	 / 716	0	
P11309	PIM1	3 / 716	1	1
P35716	SOX11	 / 716	0	
Q9H300	PARL	 / 716	0	
Q15118	PDK1	10 / 716	1	1
Q7Z3Y8	KRT27	449 / 716	6.5	153
Q2M218	ZNF630	3 / 716	1	1
Q9H0X9	OSBPL5	1 / 716	2	2
Q13586	STIM1	7 / 716	1.4	4
Q96AB6	NTAN1	 / 716	0	
P51648	ALDH3A2	118 / 716	2.6	14
Q8TCU6	PREX1	25 / 716	1	2
Q5VTE6	ANGEL2	16 / 716	1.1	2
Q96DR5	BPIFA2	 / 716	0	
Q9Y4Z2	NEUROG3	 / 716	0	
Q96GY0	ZC2HC1A	 / 716	0	
Q9HAU6	TPT1P8	3 / 716	1	1
Q4ZJI4	SLC9B1	 / 716	0	
Q5T1B0	AXDND1	1 / 716	1	1
Q96ER3	SAAL1	4 / 716	1	1
Q8NDC4	MORN4	 / 716	0	
P16112	ACAN	 / 716	0	
Q8IW93	ARHGEF19	1 / 716	1	1
Q96GM8	TOE1	31 / 716	6.1	21
Q16236	NFE2L2	 / 716	0	
A4GXA9	EME2	2 / 716	1	1
Q8NEG7	DENND6B	 / 716	0	
O75947	ATP5H	120 / 716	2.2	8
Q9HB19	PLEKHA2	6 / 716	1.7	3
P50452	SERPINB8	30 / 716	1.1	2
Q96K21	ZFYVE19	 / 716	0	
P40616	ARL1	126 / 716	2	9
P53667	LIMK1	2 / 716	1	1
Q96P20	NLRP3	 / 716	0	
Q9BRU9	UTP23	6 / 716	1	1
Q9NWM3	CUEDC1	 / 716	0	
Q4ZHG4	FNDC1	 / 716	0	
Q9UMX9	SLC45A2	 / 716	0	
P22004	BMP6	 / 716	0	
Q96N96	SPATA13	1 / 716	1	1
Q13451	FKBP5	48 / 716	3.5	16
Q9NRX1	PNO1	76 / 716	1.7	6
A0A075B6Q5	IGHV3-64	 / 716	0	
O43741	PRKAB2	1 / 716	1	1
P17844	DDX5	528 / 716	11.1	83
Q92748	THRSP	 / 716	0	
Q8WWF3	SSMEM1	 / 716	0	
O00519	FAAH	1 / 716	1	1
Q15678	PTPN14	14 / 716	1.1	2
Q9BZJ8	GPR61	 / 716	0	
Q96IL0	APOPT1	 / 716	0	
Q5VUJ6	LRCH2	8 / 716	1.6	5
Q5HYJ3	FAM76B	4 / 716	1	1
Q00535	CDK5	164 / 716	1.3	4
Q9H228	S1PR5	 / 716	0	
Q8N976	Q8N976	 / 716	0	
Q53GL0	PLEKHO1	 / 716	0	
Q9P260	KIAA1468	31 / 716	1.5	3
Q8TC20	CAGE1	 / 716	0	
A0PK05	TMEM72	 / 716	0	
Q6QEF8	CORO6	7 / 716	1.7	3
Q9NZD8	SPG21	6 / 716	1.3	2
O95359	TACC2	60 / 716	1.3	6
Q9Y664	KPTN	 / 716	0	
Q4U2R6	MRPL51	5 / 716	1	1
O14817	TSPAN4	 / 716	0	
Q86XK7	VSIG1	 / 716	0	
Q9BXE9	VN1R3	 / 716	0	
Q99726	SLC30A3	 / 716	0	
Q494R4	CCDC153	 / 716	0	
Q8TAK5	GABPB2	 / 716	0	
Q6PIZ9	TRAT1	 / 716	0	
Q5JUK3	KCNT1	 / 716	0	
Q9Y6E0	STK24	66 / 716	1.7	5
P54278	PMS2	17 / 716	1.7	8
Q96DE0	NUDT16	5 / 716	1.2	2
P0C7H8	KRTAP2-3	6 / 716	1.3	2
Q08462	ADCY2	 / 716	0	
Q92997	DVL3	129 / 716	8	54
Q9UIF3	TEKT2	1 / 716	1	1
Q5VXD3	SAMD13	1 / 716	6	6
Q9H336	CRISPLD1	3 / 716	1.3	2
Q13410	BTN1A1	1 / 716	2	2
Q9Y6U3	SCIN	62 / 716	3.1	24
Q5J8X5	MS4A13	 / 716	0	
Q96CV9	OPTN	7 / 716	1.1	2
Q9H159	CDH19	 / 716	0	
Q9NUQ7	UFSP2	1 / 716	1	1
Q8TEW6	DOK4	 / 716	0	
Q8WUS8	SDR42E1	 / 716	0	
Q9H0C5	BTBD1	 / 716	0	
Q9BYE3	LCE3D	3 / 716	1.3	2
Q13129	RLF	52 / 716	1.4	5
Q9NRX6	TMEM167B	 / 716	0	
Q9UDX3	SEC14L4	 / 716	0	
Q7Z6L0	PRRT2	 / 716	0	
Q12968	NFATC3	 / 716	0	
Q5SYB0	FRMPD1	1 / 716	1	1
Q33E94	RFX4	2 / 716	1	1
Q8NDL9	AGBL5	 / 716	0	
Q9NSQ0	RRP7BP	2 / 716	1	1
Q8WU66	TSPEAR	1 / 716	1	1
P00352	ALDH1A1	13 / 716	1.5	4
O60281	ZNF292	41 / 716	2.1	6
O95503	CBX6	5 / 716	1	1
Q8TCG1	KIAA1524	73 / 716	5.8	16
Q9UNP4	ST3GAL5	 / 716	0	
Q8N9F8	ZNF454	16 / 716	1.1	2
Q5TGJ6	HDGFL1	 / 716	0	
Q569K4	ZNF385B	 / 716	0	
Q9NYZ4	SIGLEC8	 / 716	0	
Q8IUX4	APOBEC3F	20 / 716	1.9	5
Q5TGU0	TSPO2	 / 716	0	
Q9ULW3	ABT1	6 / 716	1.5	3
Q6UVM3	KCNT2	 / 716	0	
P09525	ANXA4	18 / 716	4.7	28
Q15059	BRD3	113 / 716	4.3	19
O43390	HNRNPR	422 / 716	9.1	176
Q9UF47	DNAJC5B	 / 716	0	
P0DMP2	SRGAP2B	59 / 716	1.3	6
Q17R60	IMPG1	 / 716	0	
Q9H788	SH2D4A	8 / 716	1.6	4
Q9NY26	SLC39A1	 / 716	0	
Q9BQY9	DBNDD2	 / 716	0	
A2RRP1	NBAS	14 / 716	1.4	3
Q8WUY8	NAT14	 / 716	0	
Q14667	KIAA0100	3 / 716	1	1
Q8IVE3	PLEKHH2	 / 716	0	
P54259	ATN1	 / 716	0	
Q9C0A6	SETD5	3 / 716	1	1
Q86WZ0	HEATR4	1 / 716	1	1
P20749	BCL3	 / 716	0	
Q8TF68	ZNF384	56 / 716	1.9	7
Q9NP91	SLC6A20	 / 716	0	
Q86V59	PNMA8A	 / 716	0	
Q5TAQ9	DCAF8	5 / 716	1	1
Q86UD4	ZNF329	 / 716	0	
Q13228	SELENBP1	6 / 716	2.3	6
Q8NDW8	TTC21A	 / 716	0	
P40121	CAPG	7 / 716	3.1	12
Q99679	GPR21	 / 716	0	
Q9HBF4	ZFYVE1	 / 716	0	
Q5MY95	ENTPD8	 / 716	0	
P55854	SUMO3	237 / 716	1.4	19
Q13206	DDX10	118 / 716	18.9	103
P0DP91	Invalid identifier / gene not available			
P61978	HNRNPK	581 / 716	23.2	150
Q9ULP0	NDRG4	1 / 716	1	1
Q7Z7G0	ABI3BP	 / 716	0	
Q6ZRH7	CATSPERG	 / 716	0	
O00461	GOLIM4	10 / 716	1.2	2
O95302	FKBP9	1 / 716	1	1
Q4L180	FILIP1L	3 / 716	2	4
P34059	GALNS	 / 716	0	
P16989	YBX3	363 / 716	6.1	68
P23759	PAX7	 / 716	0	
Q9UJX0	OSGIN1	2 / 716	2.5	4
Q9NZ43	USE1	 / 716	0	
Q8TAS1	UHMK1	1 / 716	4	4
Q03989	ARID5A	 / 716	0	
P28476	GABRR2	 / 716	0	
A0A0C4DH69	IGKV1-9	16 / 716	2.1	8
Q9H993	ARMT1	4 / 716	1.5	3
Q969N4	TAAR8	 / 716	0	
P18509	ADCYAP1	1 / 716	1	1
Q9UJH8	METRN	 / 716	0	
Q9H900	ZWILCH	10 / 716	1.1	2
Q4G0Z9	MCMDC2	1 / 716	5	5
O00410	IPO5	267 / 716	4.1	33
O95460	MATN4	 / 716	0	
O14949	UQCRQ	5 / 716	1.8	5
Q8NI27	THOC2	222 / 716	9.5	70
P52895	AKR1C2	10 / 716	4.8	22
Q15149	PLEC	233 / 716	22	526
Q52M93	ZNF585B	2 / 716	1	1
Q9Y613	FHOD1	37 / 716	1.6	4
Q96LT9	RNPC3	4 / 716	1.3	2
P51553	IDH3G	12 / 716	1.5	3
Q8N5G2	TMEM57	15 / 716	1.1	2
Q8N6K7	SAMD3	 / 716	0	
Q8N5N4	C3ORF22	 / 716	0	
P33151	CDH5	 / 716	0	
Q9Y5K8	ATP6V1D	6 / 716	1.3	3
Q8IY51	TIGD4	 / 716	0	
Q6PK81	ZNF773	 / 716	0	
Q96D03	DDIT4L	 / 716	0	
Q9BXU9	CALN1	 / 716	0	
Q8NHY2	RFWD2	1 / 716	2	2
Q9P2D3	HEATR5B	9 / 716	1.3	3
A2RUH7	MYBPHL	 / 716	0	
P43308	SSR2	 / 716	0	
Q9Y6D6	ARFGEF1	10 / 716	1	1
Q9UNA4	POLI	 / 716	0	
Q9UL54	TAOK2	1 / 716	1	1
P08754	GNAI3	166 / 716	2.8	39
P78413	IRX4	 / 716	0	
O75376	NCOR1	101 / 716	8.3	62
O60220	TIMM8A	101 / 716	3.3	20
Q5T6F2	UBAP2	134 / 716	5.8	33
P07197	NEFM	199 / 716	2.1	31
Q5XKR4	OTP	 / 716	0	
P19883	FST	 / 716	0	
Q8TCV5	WFDC5	 / 716	0	
Q14687	GSE1	91 / 716	4.1	19
Q14674	ESPL1	2 / 716	1	1
O43353	RIPK2	11 / 716	1.5	4
Q5VVC0	C1ORF146	 / 716	0	
O43513	MED7	 / 716	0	
Q9BYM8	RBCK1	 / 716	0	
Q12882	DPYD	1 / 716	1	1
Q9BXS1	IDI2	 / 716	0	
Q9Y3D8	AK6	6 / 716	1.2	2
P46100	ATRX	109 / 716	17.9	97
Q5JPH6	EARS2	11 / 716	1.2	2
Q8TBK6	ZCCHC10	6 / 716	1.2	2
O43826	SLC37A4	3 / 716	1	1
P02818	BGLAP	 / 716	0	
P01920	HLA-DQB1	1 / 716	1	1
